artist	title	venue	sido	sgg	start	end	n	type	conf	source
박재범	2025 Jay Park World Tour 'Serenades & Body Rolls' In Seoul	올림픽공원 핸드볼경기장	서울	송파구	2025-05-24	2025-05-25	2	콘서트	A	https://www.starnewskorea.com/music/2025/03/19/2025031918264370271
박재범	2026 JAY PARK WORLD TOUR 'SERENADES & BODY ROLLS' IN SEOUL : THE REPLAY	잠실실내체육관	서울	송파구	2026-08-29	2026-08-30	2	콘서트	A	https://www.starnewskorea.com/music/2026/08/31/2026083109472858349
윤하	데뷔 20주년 기념 콘서트 <스물> in 서울	KSPO DOME(올림픽체조경기장)	서울	송파구	2024-02-03	2024-02-04	2	콘서트	A	https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D
윤하	데뷔 20주년 기념 콘서트 <스물> in 대전	대전컨벤션센터 제2전시장	대전	유성구	2024-02-24	2024-02-24	1	콘서트	A	https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D
윤하	데뷔 20주년 기념 콘서트 <스물> in 대구	EXCO 컨벤션홀	대구	북구	2024-03-09	2024-03-09	1	콘서트	A	https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D
윤하	데뷔 20주년 기념 콘서트 <스물> in 광주	광주여자대학교 유니버시아드체육관	광주	광산구	2024-03-16	2024-03-16	1	콘서트	A	https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D
윤하	데뷔 20주년 기념 콘서트 <스물> in 부산	BEXCO 제1전시장	부산	해운대구	2024-03-23	2024-03-23	1	콘서트	A	https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D
윤하	2024 윤하 연말 콘서트 <GROWTH THEORY> in 서울	KSPO DOME(올림픽체조경기장)	서울	송파구	2024-11-15	2024-11-17	3	콘서트	A	https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D
윤하	2024 윤하 연말 콘서트 <GROWTH THEORY> in 인천	송도컨벤시아 4홀	인천	연수구	2024-11-30	2024-11-30	1	콘서트	A	https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D
윤하	2024 윤하 연말 콘서트 <GROWTH THEORY> in 대구	EXCO 동관 6홀	대구	북구	2024-12-14	2024-12-14	1	콘서트	A	https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D
윤하	2024 윤하 연말 콘서트 <GROWTH THEORY> in 부산	BEXCO 제1전시장	부산	해운대구	2024-12-25	2024-12-25	1	콘서트	A	https://namu.wiki/w/%EC%9C%A4%ED%95%98/%EA%B3%B5%EC%97%B0%20%EB%AA%A9%EB%A1%9D
윤하	2025 윤하 앵콜 콘서트 <GROWTH THEORY : Final Edition>	KSPO DOME(올림픽체조경기장)	서울	송파구	2025-02-14	2025-02-16	3	콘서트	A	https://namu.wiki/w/GROWTH%20THEORY:%20Final%20Edition(%EC%BD%98%EC%84%9C%ED%8A%B8)
윤하	2026 윤하 소극장 콘서트 <빛나는 겨울>	이화여자대학교 삼성홀	서울	서대문구	2026-01-09	2026-02-01	12	콘서트	A	https://www.ytn.co.kr/_ln/0117_202511271020358406
빅뱅	BIGBANG 2026-2027 WORLD TOUR < XX : COSMOS > IN GOYANG	고양종합운동장 주경기장	경기	고양시	2026-08-21	2026-08-23	3	콘서트	A	https://namu.wiki/w/BIGBANG%202026-2027%20WORLD%20TOUR%20%3C%20XX%20:%20COSMOS%20%3E
리센느(RESCENE)	청소년 자원봉사 페스티벌	여의도한강공원	서울	영등포구	2024-05-11	2024-05-11	1	페스티벌출연	B	https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
리센느(RESCENE)	어린이 청소년 인권 페스티벌	보라매공원	서울	동작구	2024-05-31	2024-05-31	1	페스티벌출연	B	https://namu.wiki/w/RESCENE/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
