artist	title	venue	sido	sgg	start	end	n	type	conf	source
이문세	2024-2025 Theatre 이문세	한국소리문화의전당 모악당	전북	전주시	2024-03-08	2024-03-09	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	울산문화예술회관 대공연장	울산	남구	2024-03-22	2024-03-23	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	세종문화회관 대극장	서울	종로구	2024-04-03			콘서트	B	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	광주예술의전당 대극장	광주	북구	2024-04-19	2024-04-20	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	드림씨어터	부산	남구	2024-05-03	2024-05-18		콘서트	B	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	안산문화예술의전당 해돋이극장	경기	안산시	2024-05-31	2024-06-01	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	충남대학교 정심화홀	대전	유성구	2024-06-15	2024-06-16	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	영남대학교 천마아트센터 그랜드홀	경북	경산시	2024-06-29	2024-06-30	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	경남문화예술회관 대공연장	경남	진주시	2024-09-21	2024-09-22	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	성남아트센터 오페라하우스	경기	성남시	2024-09-28	2024-09-29	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	강원대학교 백령아트센터	강원	춘천시	2024-10-11	2024-10-12	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	군산예술의전당 대공연장	전북	군산시	2024-10-25	2024-10-26	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	고양아람누리 아람극장	경기	고양시	2024-12-07	2024-12-21		콘서트	B	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	청주예술의전당 대공연장	충북	청주시	2025-01-10	2025-01-11	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	성산아트홀 대극장	경남	창원시	2025-01-17	2025-01-18	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	익산예술의전당 대공연장	전북	익산시	2025-01-24	2025-01-25	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	울산문화예술회관 대공연장	울산	남구	2025-03-07	2025-03-08	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	용인포은아트홀	경기	용인시	2025-03-14	2025-03-15	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	천안예술의전당 대극장	충남	천안시	2025-03-21	2025-03-22	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	드림씨어터	부산	남구	2025-04-04	2025-04-05	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	광주예술의전당 대극장	광주	북구	2025-04-11	2025-04-12	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2024-2025 Theatre 이문세	제주아트센터 대극장	제주	제주시	2025-04-25	2025-04-26	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2025-2026 이문세 the Best	광주여대 유니버시아드체육관	광주	광산구	2025-11-29	2025-11-29	1	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2025-2026 이문세 the Best	KSPO DOME	서울	송파구	2025-12-13	2025-12-14	2	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2025-2026 이문세 the Best	대전컨벤션센터	대전	유성구	2025-12-27	2025-12-27	1	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2025-2026 이문세 the Best	벡스코	부산	해운대구	2026-01-10	2026-01-10	1	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
이문세	2025-2026 이문세 the Best	엑스코	대구	북구	2026-01-24	2026-01-24	1	콘서트	A	https://namu.wiki/w/%EC%9D%B4%EB%AC%B8%EC%84%B8/%EC%BD%98%EC%84%9C%ED%8A%B8
잔나비	Fantastic Old Fashioned 2024: Movie Star Rising	잠실실내체육관	서울	송파구	2024-08-31	2024-09-08	4	콘서트	A	https://en.wikipedia.org/wiki/List_of_Jannabi_live_performances
잔나비	Fantastic Old Fashioned 2024: Movie Star Rising	벡스코 오디토리움	부산	해운대구	2024-09-14	2024-09-15	2	콘서트	A	https://en.wikipedia.org/wiki/List_of_Jannabi_live_performances
잔나비	모든소년소녀들 2025	잠실실내체육관	서울	송파구	2025-04-26	2025-05-04	4	콘서트	A	https://www.cbci.co.kr/news/articleView.html?idxno=493796
잔나비	모든소년소녀들 2025	광주여대 유니버시아드체육관	광주	광산구	2025-06-14	2025-06-15	2	콘서트	A	https://www.cbci.co.kr/news/articleView.html?idxno=493796
잔나비	모든소년소녀들 2025	엑스코	대구	북구	2025-06-28	2025-06-29	2	콘서트	A	https://www.cbci.co.kr/news/articleView.html?idxno=493796
잔나비	모든소년소녀들 2125 (앵콜)	KSPO DOME	서울	송파구	2025-08-02	2025-08-03	2	콘서트	A	https://www.marieclairekorea.com/culture/music/2025/06/jannabi/
잔나비	합창의 밤 2026 The Party Anthem	잠실실내체육관	서울	송파구	2025-12-27	2025-12-28	2	콘서트	A	https://en.wikipedia.org/wiki/List_of_Jannabi_live_performances
잔나비	합창의 밤 2026 The Party Anthem	벡스코	부산	해운대구	2026-01-03	2026-01-04	2	콘서트	A	https://en.wikipedia.org/wiki/List_of_Jannabi_live_performances
