artist	title	venue	sido	sgg	start	end	n	type	conf	source
로이킴	[설레는 그날] #2 로이킴, 박창근, 범진	경희대학교 서울캠퍼스 평화의전당	서울	동대문구	2024-02-11	2024-02-11	1	기타	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2024 어썸스테이지 [로이킴 x 멜로망스] - 부산	BEXCO 오디토리움	부산	해운대구	2024-02-25	2024-02-25	1	기타	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2024 Soundberry Theater	KBS아레나	서울	강서구	2024-03-16	2024-03-17		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	제17회 봄 고아웃캠프 - 고성	강원특별자치도 세계잼버리수련장	강원	고성군	2024-04-19	2024-04-20		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	Beautiful Mint Life 2024	올림픽공원	서울	송파구	2024-05-11	2024-05-12		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2024 천안 K-컬처박람회 <SBS 특집 두시탈출 컬투쇼 슈퍼콘서트>	독립기념관 겨레의 큰마당 주무대	충남	천안시	2024-05-25	2024-05-25	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2024 팔레트 뮤직 페스티벌	서울어린이대공원 능동숲속의무대	서울	광진구	2024-06-01	2024-06-02		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	LIVE ON 로이킴X김필 - 대구	천마아트센터	대구		2024-06-01	2024-06-01	1	기타	B	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	로이킴&소란 - 부산	부산시민회관 대극장	부산	동구	2024-07-27	2024-07-27	1	기타	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2024 어썸스테이지 [로이킴 x 임현식] - 서울	연세대학교 대강당	서울	서대문구	2024-10-13	2024-10-13	1	기타	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2024 로이킴 콘서트 <R♥y actually>	올림픽공원 올림픽핸드볼경기장	서울	송파구	2024-12-07	2024-12-08	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2024 로이킴 콘서트 <R♥y actually> - 부산	부산 KBS홀	부산	수영구	2024-12-28	2024-12-29	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2025 어썸스테이지 [로이킴 x 하현상] - 부산	BEXCO 오디토리움	부산	해운대구	2025-03-02	2025-03-02	1	기타	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2025 Soundberry Theater	KBS아레나	서울	강서구	2025-03-22	2025-03-23		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	Have A Nice Day #11	인천 상상플랫폼	인천	중구	2025-04-12	2025-04-13		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	행복드림 신춘콘서트 - 옥천	옥천문화예술회관	충북	옥천군	2025-04-18	2025-04-18	1	기타	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2025 LOVESOME	난지 한강공원	서울	마포구	2025-04-26	2025-04-27		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2025 MyK FESTA in 경주	경주예술의전당	경북	경주시	2025-06-07	2025-06-08		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	Beautiful Mint Life 2025	올림픽공원	서울	송파구	2025-06-13	2025-06-15		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	라이브온 부산	BEXCO 오디토리움	부산	해운대구	2025-06-28	2025-06-28	1	기타	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	Someday Festival 2025 - week 2	난지 한강공원	서울	마포구	2025-09-13	2025-09-14		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	스테이지 네임 로이킴, 김필, 샘킴 - 부산	부산 KBS홀	부산	수영구	2025-09-20	2025-09-20	1	기타	A	https://www.stagepick.co.kr/performances/detail/l6Z39HkwE6SH7Sr8
로이킴	2025 dingo music CONCERT <Killing Voice>	잠실실내체육관	서울	송파구	2025-10-18	2025-10-19		기타	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2025 서울뮤직페스티벌	문화비축기지 문화마당	서울	마포구	2025-11-01	2025-11-02		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2025-26 로이킴 LIVE TOUR [ja, daum]	올림픽공원 올림픽핸드볼경기장	서울	송파구	2025-12-12	2025-12-14	3	콘서트	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2025-26 로이킴 LIVE TOUR [ja, daum] - 부산	부산 KBS홀	부산	수영구	2025-12-20	2025-12-21	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2025-26 로이킴 LIVE TOUR [ja, daum] - 대구	엑스코 5층 컨벤션홀	대구	북구	2025-12-27	2025-12-28	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2025-26 로이킴 LIVE TOUR [ja, daum] - 대전	충남대학교 정심화국제문화회관 정심화홀	대전	유성구	2026-01-17	2026-01-18	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2025-26 로이킴 LIVE TOUR [ja, daum] - 고양	고양아람누리 아람극장	경기	고양시	2026-01-24	2026-01-25	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	2026 LOVESOME - 조선미술관	연세대학교 신촌캠퍼스 노천극장	서울	서대문구	2026-04-11	2026-04-12		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	Beautiful Mint Life 2026	문화비축기지	서울	마포구	2026-05-30	2026-05-31		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	BELLEFORET WEEK - MY VOLUME - 증평	벨포레리조트 모토아레나 패독	충북	증평군	2026-06-06	2026-06-06	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	제20회 칠포재즈페스티벌 2026 - 포항	칠포해수욕장 상설무대	경북	포항시	2026-06-13	2026-06-14		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	THE ROY KIM SHOW: 말하기·듣기·노래하기	블루스퀘어 삼성카드홀	서울	용산구	2026-07-11	2026-07-12	2	단독공연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
로이킴	DEEPDIVE 2026 - 고양	킨텍스	경기	고양시	2026-07-17	2026-07-18		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/PpFFOLM56OWj4RfT
성시경	2024 성시경 팬미팅 "사월"	장충체육관	서울	중구	2024-04-07	2024-04-07	1	팬미팅	A	https://www.stagepick.co.kr/artists/detail/3Wv6O597gzjDW86j
성시경	2024 성시경의 축가 콘서트	연세대학교 신촌캠퍼스 노천극장	서울	서대문구	2024-05-04	2024-05-06		콘서트	A	https://www.stagepick.co.kr/artists/detail/3Wv6O597gzjDW86j
성시경	2024 성시경 with friends [자, 오늘은]	KSPO DOME	서울	송파구	2024-09-07	2024-09-08	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/3Wv6O597gzjDW86j
성시경	우리 모모콘	난지한강공원 젊음의광장	서울	마포구	2024-09-28	2024-09-29		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/3Wv6O597gzjDW86j
성시경	2024 성시경 연말 콘서트	KSPO DOME	서울	송파구	2024-12-27	2024-12-31		콘서트	A	https://www.stagepick.co.kr/artists/detail/3Wv6O597gzjDW86j
성시경	2025 성시경 팬미팅 "사월"	장충체육관	서울	중구	2025-04-19	2025-04-19	1	팬미팅	A	https://www.stagepick.co.kr/artists/detail/3Wv6O597gzjDW86j
성시경	DMZ OPEN 콘서트 - 파주	임진각 평화누리 야외공연장	경기	파주시	2025-09-06	2025-09-06	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/3Wv6O597gzjDW86j
성시경	2025 인천공항 스카이페스티벌	인스파이어 엔터테인먼트 리조트	인천	중구	2025-11-08	2025-11-09		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/3Wv6O597gzjDW86j
성시경	2025 성시경 연말 콘서트 〈성시경〉	KSPO DOME	서울	송파구	2025-12-25	2025-12-28	4	콘서트	A	https://nol.yanolja.com/ticket/places/25001492/products/25016342
성시경	2026 성시경 팬미팅 "사월"	장충체육관	서울	중구	2026-04-18	2026-04-18	1	팬미팅	A	https://www.stagepick.co.kr/artists/detail/3Wv6O597gzjDW86j
성시경	2026 성시경의 축가 콘서트	연세대학교 신촌캠퍼스 노천극장	서울	서대문구	2026-05-02	2026-05-05	3	콘서트	A	https://www.stagepick.co.kr/performances/detail/212461
성시경	2026 성시경 with friends [자, 오늘은]	올림픽공원 88잔디마당	서울	송파구	2026-09-05	2026-09-06	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/3Wv6O597gzjDW86j
Crush	2024 CRUSH CONCERT [May I be your May?]	연세대학교 노천극장	서울	서대문구	2024-05-18	2024-05-19	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/6353
Crush	2024 CRUSH CONCERT [CRUSH HOUR : O]	KSPO DOME	서울	송파구	2024-12-20	2024-12-22	3	콘서트	A	https://www.stagepick.co.kr/artists/detail/6353
Crush	2025 CRUSH CONCERT [CRUSH H★UR]	잠실실내체육관	서울	송파구	2025-12-19	2025-12-21	3	콘서트	A	https://www.stagepick.co.kr/artists/detail/6353
Crush	HIPHOPPLAYA FESTIVAL 2026 - 고양	킨텍스	경기	고양시	2026-05-02	2026-05-02	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/6353
Crush	원 썸머 나잇 위드 케이팝 시즌 2 - 제천	제천예술의전당	충북	제천시	2026-09-04	2026-09-05		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/6353
Crush	2026 크러쉬 팬미팅 <ZZINBOMBTING : CRUSH FARM>	명화라이브홀	서울	마포구	2026-09-12	2026-09-12	1	팬미팅	A	https://www.stagepick.co.kr/artists/detail/6353
빈지노	HIPHOPPLAYA FESTIVAL 2024	난지 한강공원	서울	마포구	2024-05-04	2024-05-05		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/4DnnY8Z6LO2ov6v2
빈지노	NOWITZKI LIVE	빛의 시어터	서울	광진구	2024-09-21	2024-09-22	2	단독공연	A	https://www.stagepick.co.kr/artists/detail/4DnnY8Z6LO2ov6v2
빈지노	HIPHOPPLAYA FESTIVAL 2025	일산 킨텍스	경기	고양시	2025-05-03	2025-05-03	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/4DnnY8Z6LO2ov6v2
빈지노	원 유니버스 페스티벌 2025	서울대공원 주차광장	경기	과천시	2025-08-15	2025-08-16		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/4DnnY8Z6LO2ov6v2
빈지노	KB 조이올팍 페스티벌 2025	올림픽공원 88잔디마당	서울	송파구	2025-09-20	2025-09-21		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/4DnnY8Z6LO2ov6v2
빅마마	2024 빅마마 20주년 앵콜 콘서트 [ACT 20] - 부산	BEXCO 오디토리움	부산	해운대구	2024-02-17	2024-02-17	1	콘서트	A	https://www.stagepick.co.kr/artists/detail/UOpo8KjRvNFJ1Kmy
빅마마	2024 G-KPOP CONCERT	한강공원 신사잠원지구 럭비장	서울	서초구	2024-05-11	2024-05-11	1	기타	A	https://www.stagepick.co.kr/artists/detail/UOpo8KjRvNFJ1Kmy
빅마마	The K콘서트: Like a Star	경희대학교 평화의전당	서울	동대문구	2024-05-14	2024-05-14	1	기타	A	https://www.stagepick.co.kr/artists/detail/UOpo8KjRvNFJ1Kmy
빅마마	2024 진주 M2페스티벌	망경동 남강둔치 일원	경남	진주시	2024-08-09	2024-08-10		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/UOpo8KjRvNFJ1Kmy
다비치	2024 이슬라이브 페스티벌 - 가평	가평 자라섬 중도	경기	가평군	2024-09-07	2024-09-07	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/1965
다비치	2025 DAVICHI CONCERT <A Stitch in Time>	KSPO DOME	서울	송파구	2025-01-18	2025-01-19	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/1965
다비치	Beautiful Mint Life 2025	올림픽공원 88잔디마당	서울	송파구	2025-06-13	2025-06-15		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/1965
다비치	2025 현대카드 다빈치모텔	이태원 현대카드 구역 일대	서울	용산구	2025-09-19	2025-09-21		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/1965
다비치	2026 다비치 콘서트 <TIME CAPSULE : 시간을 잇다>	KSPO DOME	서울	송파구	2026-01-24	2026-01-25	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/1965
다비치	2026 PARK CONCERT - 수원	수원야외음악당	경기	수원시	2026-09-11	2026-09-11	1	기타	A	https://www.stagepick.co.kr/artists/detail/1965
에픽하이	에픽하이 20주년 앵콜 콘서트	인스파이어 아레나	인천	중구	2024-03-16	2024-03-16	1	콘서트	A	https://www.stagepick.co.kr/artists/detail/2RpMLK726NYzmWDv
에픽하이	2024 대구힙합페스티벌	대구스타디움 보조경기장	대구	수성구	2024-05-04	2024-05-05		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/2RpMLK726NYzmWDv
에픽하이	2024 에픽하이 콘서트	올림픽공원 SK올림픽핸드볼경기장	서울	송파구	2024-12-20	2024-12-22	3	콘서트	A	https://www.stagepick.co.kr/artists/detail/2RpMLK726NYzmWDv
에픽하이	서울재즈페스티벌 2025	올림픽공원	서울	송파구	2025-05-30	2025-06-01		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/2RpMLK726NYzmWDv
에픽하이	제19회 칠포재즈페스티벌 - 포항	칠포해수욕장	경북	포항시	2025-06-14	2025-06-15		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/2RpMLK726NYzmWDv
에픽하이	워터밤 서울 2025	킨텍스 야외 글로벌 스테이지	경기	고양시	2025-07-04	2025-07-06		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/2RpMLK726NYzmWDv
에픽하이	워터밤 속초 2025	한화리조트 설악 쏘라노	강원	속초시	2025-08-23	2025-08-23	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/2RpMLK726NYzmWDv
에픽하이	2025 우리 모모콘	난지한강공원 젊음의광장	서울	마포구	2025-09-20	2025-09-21		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/2RpMLK726NYzmWDv
에픽하이	경기인디뮤직페스티벌 2025 - 화성	정조효공원	경기	화성시	2025-09-20	2025-09-21		페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/2RpMLK726NYzmWDv
에픽하이	2025 에픽하이 콘서트	올림픽공원 SK올림픽핸드볼경기장	서울	송파구	2025-12-25	2025-12-28	4	콘서트	A	https://www.stagepick.co.kr/artists/detail/2RpMLK726NYzmWDv
장윤정	2024 장윤정 라이브 콘서트 - 양산	양산종합운동장 실내체육관	경남	양산시	2024-01-13	2024-01-13	1	콘서트	A	https://www.stagepick.co.kr/artists/detail/9229
장윤정	2024 장윤정 라이브 콘서트 - 광주	광주 예술의전당 대극장	광주	북구	2024-01-20	2024-01-20	1	콘서트	A	https://www.stagepick.co.kr/artists/detail/9229
장윤정	2024 장윤정 라이브 콘서트 - 울산	KBS 울산홀	울산	남구	2024-01-27	2024-01-27	1	콘서트	A	https://www.stagepick.co.kr/artists/detail/9229
