artist	title	venue	sido	sgg	start	end	n	type	conf	source
IVE	2024 IVE 2nd FANMEETING <MAGAZINE IVE>	올림픽공원 SK핸드볼경기장	서울	송파구	2024-03-09	2024-03-10	2	팬미팅	A	https://namu.wiki/w/MAGAZINE%20IVE
IVE	IVE THE 1ST WORLD TOUR <SHOW WHAT I HAVE> ENCORE in SEOUL	KSPO DOME	서울	송파구	2024-08-10	2024-08-11	2	콘서트	A	https://en.wikipedia.org/wiki/Show_What_I_Have_World_Tour
IVE	2025 IVE THE 3RD FAN CONCERT <IVE SCOUT>	KSPO DOME	서울	송파구	2025-04-05	2025-04-06	2	팬미팅	A	https://namu.wiki/w/IVE%20SCOUT
IVE	IVE THE 2ND WORLD TOUR <SHOW WHAT I AM> in SEOUL	KSPO DOME	서울	송파구	2025-10-31	2025-11-02	3	콘서트	A	https://namu.wiki/w/SHOW%20WHAT%20I%20AM
IVE	2026 IVE THE 4TH FAN CONCERT <DIVE into IVE>	인스파이어 아레나	인천	중구	2026-03-21	2026-03-22	2	팬미팅	A	https://namu.wiki/w/DIVE%20into%20IVE
ITZY	ITZY 2ND WORLD TOUR <BORN TO BE> in SEOUL	잠실실내체육관	서울	송파구	2024-02-24	2024-02-25	2	콘서트	A	https://en.wikipedia.org/wiki/List_of_Itzy_concert_tours
ITZY	ITZY 3rd FANMEETING <믿지의 세포들>	올림픽홀	서울	송파구	2024-11-02	2024-11-02	1	팬미팅	B	https://namu.wiki/w/ITZY/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
ITZY	ITZY The 4th Fan Meeting 있지 믿지, 날자! "ON AIR"	KBS아레나	서울	강서구	2025-09-20	2025-09-20	1	팬미팅	A	https://namu.wiki/w/%EC%9E%88%EC%A7%80%20%EB%AF%BF%EC%A7%80,%20%EB%82%A0%EC%9E%90!%20%22ON%20AIR%22
ITZY	ITZY 3RD WORLD TOUR <TUNNEL VISION> in SEOUL	잠실실내체육관	서울	송파구	2026-02-13	2026-02-15	3	콘서트	A	https://en.wikipedia.org/wiki/List_of_Itzy_concert_tours
ITZY	ITZY FANMEETING <ALL IN, MIDZY>	올림픽홀	서울	송파구	2026-08-08	2026-08-09	2	팬미팅	B	https://namu.wiki/w/ITZY/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
지코	ZICO LIVE : JOIN THE PARADE	올림픽홀	서울	송파구	2024-11-23	2024-11-24	2	콘서트	A	https://www.starnewskorea.com/music/2024/10/15/2024101513065475944
지코	2025 ZICO FANMEETING <COMvenience>	블루스퀘어 SOL트래블홀	서울	용산구	2025-07-05	2025-07-06	2	팬미팅	A	https://www.mksports.co.kr/news/entertain/11337706
오마이걸	2025 OH MY GIRL CONCERT [Milky Way]	올림픽홀	서울	송파구	2025-04-19	2025-04-20	2	콘서트	A	https://namu.wiki/w/Milky%20Way(%EA%B3%B5%EC%97%B0)
여자친구	2025 GFRIEND 10th Anniversary Concert <Season of Memories>	올림픽홀	서울	송파구	2025-01-17	2025-01-19	3	콘서트	A	https://en.wikipedia.org/wiki/GFriend
프로미스나인	2024 fromis_9 CONCERT <FROM NOW.>	장충체육관	서울	중구	2024-01-27	2024-01-28	2	콘서트	A	https://namu.wiki/w/FROM%20NOW.
