artist	title	venue	sido	sgg	start	end	n	type	conf	source
CORTIS	CORTIS <COLOR OUTSIDE THE LINES> RELEASE PARTY	고려대학교 화정체육관	서울	성북구	2025-09-08	2025-09-08	1	단독공연	B	https://namu.wiki/w/CORTIS/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
CORTIS	CORTIS <REDRED> RELEASE PARTY	예스24 라이브홀	서울		2026-04-20	2026-04-20	1	단독공연	B	https://namu.wiki/w/CORTIS/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
CORTIS	CORTIS <GREENGREEN> RELEASE PARTY	에스팩토리 D동	서울	성동구	2026-05-04	2026-05-04	1	단독공연	B	https://namu.wiki/w/CORTIS/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
CORTIS	홍익대학교 대동제	홍익대학교	서울	마포구	2026-05-14	2026-05-14	1	페스티벌출연	B	https://namu.wiki/w/CORTIS/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
CORTIS	고려대학교 석탑대동제	고려대학교	서울	성북구	2026-05-19	2026-05-19	1	페스티벌출연	B	https://namu.wiki/w/CORTIS/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
CORTIS	2026 Weverse Con Festival	KSPO DOME	서울	송파구	2026-06-07	2026-06-07	1	페스티벌출연	B	https://namu.wiki/w/CORTIS/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
CORTIS	2026 CORTIS TOUR <PUT YOUR PHONE DOWN> IN INCHEON	인스파이어 아레나	인천	중구	2026-07-18	2026-07-19	2	콘서트	A	https://m.news.nate.com/view/20260717n02949
CORTIS	2026 CORTIS TOUR <PUT YOUR PHONE DOWN> IN SEOUL	고려대학교 화정체육관	서울	성북구	2026-08-22	2026-08-23	2	콘서트	A	https://fannstar.tf.co.kr/fnnews/read/355492
아이유	2024 IU HEREH WORLD TOUR CONCERT IN SEOUL	KSPO DOME	서울	송파구	2024-03-02	2024-03-10	4	콘서트	A	https://en.wikipedia.org/wiki/IU_HEREH_World_Tour
아이유	2024 IU HEREH WORLD TOUR CONCERT ENCORE : THE WINNING	서울월드컵경기장	서울	마포구	2024-09-21	2024-09-22	2	콘서트	A	https://en.wikipedia.org/wiki/IU_HEREH_World_Tour
아이유	2025 IU FAN MEET-UP [Bye, Summer]	KSPO DOME	서울	송파구	2025-09-13	2025-09-14	2	팬미팅	A	https://www.koreajoongangdaily.com/entertainment/iu-to-host-fan-meet-and-greet-bye-summer-on-sept-13-and-14/10077954
EXO	2024 EXO FAN MEETING : ONE	인스파이어 아레나	인천	중구	2024-04-14	2024-04-14	1	팬미팅	A	https://edaily.co.kr/News/Read?mediaCodeNo=258&newsId=01403846638794456
EXO	2025 EXO FAN MEETING [EXO'verse]	인스파이어 아레나	인천	중구	2025-12-13	2025-12-14	2	팬미팅	A	https://www.starnewskorea.com/music/2025/10/27/2025102714100144034
EXO	EXO PLANET #6 - EXhOrizon - in SEOUL	KSPO DOME	서울	송파구	2026-04-10	2026-04-12	3	콘서트	A	https://en.wikipedia.org/wiki/Exo_Planet_6_%E2%80%93_Exhorizon
NewJeans	2024 Korea On Stage	경복궁 근정전	서울	종로구	2024-05-21	2024-05-21	1	페스티벌출연	B	https://en.wikipedia.org/wiki/List_of_NewJeans_live_performances
NewJeans	K-Wave Concert (SBS 인기가요)	인스파이어 아레나	인천	중구	2024-06-02	2024-06-02	1	페스티벌출연	B	https://en.wikipedia.org/wiki/List_of_NewJeans_live_performances
싸이	싸이 흠뻑쇼 SUMMER SWAG 2024 - 원주	원주종합운동장	강원	원주시	2024-06-29	2024-06-29	1	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202024
싸이	싸이 흠뻑쇼 SUMMER SWAG 2024 - 광주	광주월드컵경기장	광주	서구	2024-07-06	2024-07-07	2	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202024
싸이	싸이 흠뻑쇼 SUMMER SWAG 2024 - 대구	대구스타디움	대구	수성구	2024-07-13	2024-07-14	2	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202024
싸이	싸이 흠뻑쇼 SUMMER SWAG 2024 - 과천	서울대공원 주차광장	경기	과천시	2024-07-20	2024-07-21	2	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202024
싸이	싸이 흠뻑쇼 SUMMER SWAG 2024 - 대전	목원대학교 대운동장	대전	서구	2024-07-27	2024-07-28	2	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202024
싸이	싸이 흠뻑쇼 SUMMER SWAG 2024 - 속초	속초종합운동장	강원	속초시	2024-08-03	2024-08-03	1	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202024
싸이	싸이 흠뻑쇼 SUMMER SWAG 2024 - 부산	부산아시아드주경기장	부산	연제구	2024-08-10	2024-08-11	2	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202024
싸이	싸이 흠뻑쇼 SUMMER SWAG 2024 - 인천	인천아시아드주경기장	인천	서구	2024-08-17	2024-08-18	2	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202024
싸이	싸이 흠뻑쇼 SUMMER SWAG 2024 - 수원	수원월드컵경기장	경기	수원시	2024-08-24	2024-08-25	2	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202024
싸이	싸이 흠뻑쇼 SUMMER SWAG 2024 - 과천 (추가공연)	서울대공원 주차광장	경기	과천시	2024-08-31	2024-08-31	1	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202024
싸이	싸이 흠뻑쇼 SUMMER SWAG 2025 - 인천	인천아시아드주경기장	인천	서구	2025-06-28	2025-06-29	2	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202025
싸이	싸이 흠뻑쇼 SUMMER SWAG 2025 - 의정부	의정부종합운동장	경기	의정부시	2025-07-05	2025-07-05	1	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202025
싸이	싸이 흠뻑쇼 SUMMER SWAG 2025 - 대전	목원대학교 대운동장	대전	서구	2025-07-12	2025-07-13	2	콘서트	A	https://namu.wiki/w/%EC%8B%B8%EC%9D%B4%20%ED%9D%A0%EB%BB%91%EC%87%BC%202025
