artist	title	venue	sido	sgg	start	end	n	type	conf	source
정동원	정동원棟동 이야기話화 3rd 전국투어 콘서트 - 서울	올림픽공원 올림픽홀	서울	송파구	2025-03-28	2025-03-30	3	콘서트	A	https://www.stagepick.co.kr/artists/detail/989
정동원	정동원棟동 이야기話화 3rd 전국투어 콘서트 - 부산	벡스코 오디토리움	부산	해운대구	2025-04-12	2025-04-13	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/989
정동원	정동원棟동 이야기話화 3rd 전국투어 콘서트 - 인천	송도컨벤시아	인천	연수구	2025-04-26	2025-04-27	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/989
정동원	정동원棟동 이야기話화 3rd 전국투어 콘서트 - 대구		대구		2025-05-03	2025-05-04	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/989
정동원	정동원棟동 이야기話화 3rd 전국투어 콘서트 - 성남		경기	성남시	2025-05-10	2025-05-11	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/989
정동원	정동원棟동 이야기話화 3rd 전국투어 콘서트 - 수원		경기	수원시	2025-05-24	2025-05-25	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/989
정동원	정동원棟동 이야기話화 3rd 전국투어 콘서트 - 대전		대전		2025-05-31	2025-06-01	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/989
정동원	2026 정동원 팬 콘서트 '오늘을 건너 내일 다시 만나는 길'	킨텍스 제1전시장 1홀	경기	고양시	2026-02-13	2026-02-13	1	팬미팅	B	https://www.stagepick.co.kr/artists/detail/989
정동원	제30회 드림콘서트		경기	고양시	2024-10-19	2024-10-19	1	페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/989
정동원	2024 DMZ 평화콘서트		경기	파주시	2024-09-07	2024-09-07	1	페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/989
정동원	2024 파크 콘서트		경기	성남시				페스티벌출연	C	https://www.stagepick.co.kr/artists/detail/989
IKON	2024 iKON FAN CONCERT : CURTAIN-CALL	KBS아레나	서울	강서구	2024-03-09	2024-03-09	1	팬미팅	A	https://www.ticketlink.co.kr/help/notice/58640
IKON	iKON FOUREVER TOUR in SEOUL	장충체육관	서울	중구	2026-05-16	2026-05-17	2	콘서트	A	https://www.newspim.com/news/view/20260319000909
아이오아이	2026 I.O.I Concert Tour: LOOP in SEOUL	잠실실내체육관	서울	송파구	2026-05-29	2026-05-31	3	콘서트	A	https://namu.wiki/w/2026%20I.O.I%20Concert%20Tour:%20LOOP
이영지	LEE YOUNGJI 1st ASIA TOUR 'THE MAIN CHARACTER' in SEOUL		서울		2024-02-17	2024-02-18	2	콘서트	A	https://www.stagepick.co.kr/artists/detail/164
이영지	HIPHOPPLAYA FESTIVAL 2024		서울		2024-05-04	2024-05-05		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	서울재즈페스티벌 2024	올림픽공원	서울	송파구	2024-05-31	2024-06-02		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	HIPHOPPLAYA FESTIVAL 2025	킨텍스	경기	고양시	2025-05-03	2025-05-03	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/164
이영지	슈퍼팝 2025 코리아	킨텍스	경기	고양시	2025-05-17	2025-05-18		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	서울재즈페스티벌 2025	올림픽공원	서울	송파구	2025-05-30	2025-06-01		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	MyK FESTA	KSPO DOME	서울	송파구	2025-06-19	2025-06-21		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	워터밤 서울 2025	킨텍스 야외 글로벌 스테이지	경기	고양시	2025-07-04	2025-07-06		페스티벌출연	B	https://www.waterbombfestival.com/post/%EC%9B%8C%ED%84%B0%EB%B0%A4-%EC%84%9C%EC%9A%B8-2025-%EA%B0%9C%EC%B5%9C-%EC%9E%A5%EC%86%8C%EB%8A%94-%ED%82%A8%ED%85%8D%EC%8A%A4-%EC%95%BC%EC%99%B8-%EA%B8%80%EB%A1%9C%EB%B2%8C-%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%A7%80-7%EC%9B%94-4~6%EC%9D%BC
이영지	워터밤 속초 2025	한화리조트 설악 쏘라노	강원	속초시	2025-08-23	2025-08-23	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/164
이영지	DMZ OPEN 콘서트 - 파주	임진각 평화누리 야외공연장	경기	파주시	2025-09-06	2025-09-06	1	페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	쇼미더머니 콘서트 - WAKE UP	올림픽공원 올림픽홀	서울	송파구	2025-09-06	2025-09-07		콘서트	B	https://www.stagepick.co.kr/artists/detail/164
이영지	KB 조이올팍 페스티벌 2025	올림픽공원 88잔디마당	서울	송파구	2025-09-20	2025-09-21		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	구미 청춘 힙합 페스티벌	동락공원	경북	구미시	2025-10-18	2025-10-18	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/164
이영지	2025 Color in Music Festival - 인천	파라다이스시티	인천	중구	2025-11-01	2025-11-02		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	2026 LEE YOUNGJI WORLD TOUR <2.0> IN SEOUL	올림픽공원 올림픽홀	서울	송파구	2026-03-07	2026-03-08	2	콘서트	A	https://www.sportsseoul.com/news/read/1584723
이영지	HIPHOPPLAYA FESTIVAL 2026 - 고양		경기	고양시	2026-05-02	2026-05-02	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/164
이영지	2026 울산뮤직페스티벌		울산		2026-06-14	2026-06-15		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	2026 부산원아시아페스티벌 Big CONCERT		부산		2026-06-27	2026-06-28		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	워터밤 서울 2026		서울		2026-07-24	2026-07-26		페스티벌출연	B	https://www.stagepick.co.kr/artists/detail/164
이영지	워터밤 속초 2026		강원	속초시	2026-08-22	2026-08-22	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/164
이영지	테라와 함께하는 2026 이슬라이브 페스티벌 - 인천		인천		2026-09-12	2026-09-12	1	페스티벌출연	A	https://www.stagepick.co.kr/artists/detail/164
박효신	박효신 LIVE A & E 2026	인천문학경기장 주경기장	인천	미추홀구	2026-04-04	2026-04-11	3	콘서트	A	https://www.stagepick.co.kr/performances/detail/210610
아일릿	2025 ILLIT GLITTER DAY IN SEOUL	올림픽공원 올림픽홀	서울	송파구	2025-06-07	2025-06-08	2	팬미팅	A	https://namu.wiki/w/2025%20ILLIT%20GLITTER%20DAY
아일릿	2025 ILLIT GLITTER DAY IN SEOUL (앙코르)	올림픽공원 올림픽홀	서울	송파구	2025-11-08	2025-11-09	2	팬미팅	A	https://namu.wiki/w/2025%20ILLIT%20GLITTER%20DAY
아일릿	ILLIT LIVE 'PRESS START♥︎' in SEOUL	티켓링크 라이브 아레나	서울	송파구	2026-03-14	2026-03-15	2	콘서트	A	https://namu.wiki/w/ILLIT%20LIVE%20'PRESS%20START%E2%99%A5%EF%B8%8E'
송가인	2024 송가인 전국투어 콘서트 "가인(佳人)의 선물" - 서울	장충체육관	서울	중구	2024-03-16	2024-03-17	2	콘서트	A	http://m.ticket.yes24.com/Perf/48845
송가인	2024 송가인 전국투어 콘서트 "가인(佳人)의 선물" - 인천	남동체육관	인천	남동구	2024-03-23	2024-03-23	1	콘서트	A	https://magazine.musicow.com/%ED%8A%B8%EB%A1%9C%ED%8A%B8-%EB%A7%A4%EB%A0%A5-%EC%86%8D%EC%9C%BC%EB%A1%9C-2024-%EC%86%A1%EA%B0%80%EC%9D%B8-%EC%BD%98%EC%84%9C%ED%8A%B8-%EC%A0%84%EA%B5%AD-%ED%88%AC%EC%96%B4-%EC%9E%A5%EC%86%8C/
송가인	2024 송가인 전국투어 콘서트 "가인(佳人)의 선물" - 익산	원광대학교 문화체육관	전북	익산시	2024-03-30	2024-03-30	1	콘서트	A	https://magazine.musicow.com/%ED%8A%B8%EB%A1%9C%ED%8A%B8-%EB%A7%A4%EB%A0%A5-%EC%86%8D%EC%9C%BC%EB%A1%9C-2024-%EC%86%A1%EA%B0%80%EC%9D%B8-%EC%BD%98%EC%84%9C%ED%8A%B8-%EC%A0%84%EA%B5%AD-%ED%88%AC%EC%96%B4-%EC%9E%A5%EC%86%8C/
송가인	2024 송가인 전국투어 콘서트 "가인(佳人)의 선물" - 순천	순천만 에코문화교육센터 다목적홀	전남	순천시	2024-04-06	2024-04-06	1	콘서트	A	https://www.stagepick.co.kr/performances/detail/188511
송가인	2024 송가인 전국투어 콘서트 "가인(佳人)의 선물" - 수원	경기아트센터	경기	수원시				콘서트	C	https://www.ggac.or.kr/?p=14_view&idSchedule=12199&rp=14&ptype=2&year=2024&month=04
김동률	2025 김동률 콘서트 '산책'	KSPO DOME	서울	송파구	2025-11-08	2025-11-16	7	콘서트	A	https://www.stagepick.co.kr/performances/detail/203837
슈퍼주니어	2024 SUPER JUNIOR <SUPER SHOW SPIN-OFF : Halftime> in SEOUL	KSPO DOME	서울	송파구	2024-06-22	2024-06-23	2	콘서트	A	https://www.xportsnews.com/article/1848831
슈퍼주니어	SUPER JUNIOR WORLD TOUR - SUPER SHOW 10 in SEOUL	KSPO DOME	서울	송파구	2025-08-22	2025-08-24	3	콘서트	A	https://en.wikipedia.org/wiki/Super_Show_10
슈퍼주니어	SUPER SHOW 10 : SJ-CORE (앙코르) in SEOUL	KSPO DOME	서울	송파구	2026-04-03	2026-04-05	3	콘서트	A	https://en.wikipedia.org/wiki/Super_Show_10
