artist	title	venue	sido	sgg	start	end	n	type	conf	source
샤이니	SHINee WORLD VI [PERFECT ILLUMINATION] 앙코르	잠실실내체육관	서울	송파구	2024-05-24	2024-05-26	3	콘서트	A	https://ko.wikipedia.org/wiki/SHINee_WORLD_VI_-_PERFECT_ILLUMINATION
샤이니	SHINee WORLD Ⅶ [E.S.S.A.Y]	올림픽공원 KSPO DOME	서울	송파구	2025-05-23	2025-05-25	3	콘서트	A	https://www.mt.co.kr/stock/2025/03/10/2025031010140356178
마마무	MAMAMOO 2026 WORLD TOUR [4WARD] in SEOUL	올림픽공원 올림픽홀	서울	송파구	2026-06-19	2026-06-21	3	콘서트	A	https://www.munhwa.com/article/11588194
STAYC	2025 STAYC TOUR [STAY TUNED] in SEOUL	올림픽공원 올림픽홀	서울	송파구	2025-04-12	2025-04-13	2	콘서트	A	https://namu.wiki/w/STAY%20TUNED(%EC%BD%98%EC%84%9C%ED%8A%B8)
STAYC	2026 STAYC FAN-CON TOUR [STAY CLOSER] in SEOUL	블루스퀘어 우리WON뱅킹홀	서울	용산구	2026-08-22	2026-08-23	2	팬미팅	A	https://www.highup-ent.com/en/stayc-announces-stay-closer-fan-con-tour-kicking-off-in-seoul-before-heading-to-global-cities/
나훈아	2024 고마웠습니다 - 라스트 콘서트 (대전)		대전		2024-10-12	2024-10-12	1	콘서트	A	https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146
나훈아	2024 고마웠습니다 - 라스트 콘서트 (강릉)		강원	강릉시	2024-10-26	2024-10-26	1	콘서트	A	https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146
나훈아	2024 고마웠습니다 - 라스트 콘서트 (안동)		경북	안동시	2024-11-02	2024-11-02	1	콘서트	A	https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146
나훈아	2024 고마웠습니다 - 라스트 콘서트 (진주)		경남	진주시	2024-11-16	2024-11-16	1	콘서트	A	https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146
나훈아	2024 고마웠습니다 - 라스트 콘서트 (광주)		광주		2024-11-23	2024-11-23	1	콘서트	A	https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146
나훈아	2024 고마웠습니다 - 라스트 콘서트 (대구)		대구		2024-12-07	2024-12-08	2	콘서트	A	https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146
나훈아	2024 고마웠습니다 - 라스트 콘서트 (부산)		부산		2024-12-14	2024-12-15	2	콘서트	A	https://www.seoul.co.kr/news/life/pop-culture/2024/07/29/20240729500146
나훈아	2024 고마웠습니다 - 라스트 콘서트 (서울)	올림픽공원 KSPO DOME	서울	송파구	2025-01-10	2025-01-12	3	콘서트	A	https://v.daum.net/v/20241004112204394
츄	이세계 페스티벌 2025	고척 스카이돔	서울	구로구	2025-05-16	2025-05-16	1	페스티벌출연	B	https://namu.wiki/w/%EC%B8%84(%EA%B0%80%EC%88%98)/%EA%B3%B5%EC%97%B0%20%EB%B0%8F%20%ED%96%89%EC%82%AC
츄	CHUU 2ND TINY-CON '첫 눈이 오면 그때 거기서 만나'	신한카드 SOL페이 스퀘어 라이브홀	서울	마포구	2025-12-13	2025-12-14	2	팬미팅	A	https://sports.khan.co.kr/article/202511111657003
볼빨간사춘기	볼빨간사춘기 단독 콘서트 'Merry Go Round' After Party	노들섬 라이브하우스	서울	용산구	2024-02-03	2024-02-04	2	콘서트	A	https://nodeul.org/program/%EB%B3%BC%EB%B9%A8%EA%B0%84%EC%82%AC%EC%B6%98%EA%B8%B0-%EB%8B%A8%EB%8F%85-%EC%BD%98%EC%84%9C%ED%8A%B8/
볼빨간사춘기	볼빨간사춘기 아시아 투어 'Bloom' in SEOUL	장충체육관	서울	중구	2024-11-30	2024-12-01	2	콘서트	A	https://enter.etoday.co.kr/news/view/267257
볼빨간사춘기	볼빨간사춘기 단독 콘서트 'Bloom' After Party	신한카드 SOL페이 스퀘어 라이브홀	서울	마포구	2024-12-24	2024-12-25	2	콘서트	A	https://www.luck-d.com/ticket/298
볼빨간사춘기	볼빨간사춘기 첫 팬미팅 [Wild and Free]	명화라이브홀	서울	영등포구	2025-11-15	2025-11-16	2	팬미팅	A	https://nol.yanolja.com/ticket/products/25015843
sg워너비	2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (서울)	올림픽공원 KSPO DOME	서울	송파구	2024-03-22	2024-03-24	3	콘서트	A	https://sports.khan.co.kr/article/202402052211003
sg워너비	2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (대구)	대구 엑스포 동관	대구	북구	2024-04-06	2024-04-06	1	콘서트	A	https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D
sg워너비	2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (전주)	한국소리문화의전당	전북	전주시	2024-04-27	2024-04-27	1	콘서트	A	https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D
sg워너비	2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (인천)	송도 컨벤시아	인천	연수구	2024-05-04	2024-05-04	1	콘서트	A	https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D
sg워너비	2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (광주)	광주여자대학교 시립유니버시아드체육관	광주	광산구	2024-05-25	2024-05-25	1	콘서트	A	https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D
sg워너비	2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (대전)	대전컨벤션센터	대전	유성구	2024-06-01	2024-06-01	1	콘서트	A	https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D
sg워너비	2024 SG워너비 20주년 기념 콘서트 '우리의 노래' (부산)	벡스코	부산	해운대구	2024-06-15	2024-06-15	1	콘서트	A	https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D
sg워너비	2024 SG워너비 20주년 기념 콘서트 '우리의 노래' 앵콜 (서울)	올림픽공원 KSPO DOME	서울	송파구	2024-07-20	2024-07-21	2	콘서트	A	https://namu.wiki/w/SG%EC%9B%8C%EB%84%88%EB%B9%84/%EC%BD%98%EC%84%9C%ED%8A%B8%20%EB%AA%A9%EB%A1%9D
10CM	2025 10CM 단독공연 〈5.0〉	올림픽공원 핸드볼경기장	서울	송파구	2025-08-09	2025-08-10	2	콘서트	A	https://nol.yanolja.com/ticket/products/25008553
10CM	2026 10CM Asia Tour 〈To 10CM: Chapter 1〉 in SEOUL	블루스퀘어 SOL트래블홀	서울	용산구	2026-01-30	2026-02-08	7	콘서트	A	https://www.asiaartistawards.com/news/detail/163290/all
10CM	2026 10CM Asia Tour 〈To 10CM: Chapter 1〉 in BUSAN	벡스코 오디토리움	부산	해운대구	2026-02-14	2026-02-15	2	콘서트	A	https://www.mcst.go.kr/site/s_culture/culture/cultureView.jsp?pSeq=64990
10CM	2026 10CM Asia Tour 〈To 10CM: Chapter 1〉 in DAEJEON	충남대학교 정심화국제문화회관 정심화홀	대전	유성구	2026-05-02	2026-05-03	2	콘서트	A	https://world.nol.com/en/ticket/places/26000100/products/26001763
CNBLUE	2024 CNBLUE LIVE [VOYAGE into X]	올림픽공원 핸드볼경기장	서울	송파구	2024-09-21	2024-09-22	2	콘서트	A	https://www.xportsnews.com/article/1890059
CNBLUE	2025 어썸스테이지 [CNBLUE]				2025-01-18	2025-01-18	1	콘서트	C	https://www.stagepick.co.kr/performances/detail/192990
CNBLUE	2025 어썸스테이지 [CNBLUE] - 서울	KBS아레나	서울	강서구	2025-11-09	2025-11-09	1	콘서트	A	https://world.nol.com/en/ticket/places/25001299/products/25014567
CNBLUE	서울재즈페스티벌 2026	올림픽공원	서울	송파구	2026-05-22	2026-05-22	1	페스티벌출연	B	https://www.concertarchives.org/bands/cnblue
CNBLUE	사운드베리 페스타 '26	킨텍스 제9홀	경기	고양시	2026-07-18	2026-07-18	1	페스티벌출연	B	https://www.concertarchives.org/bands/cnblue
CNBLUE	사운드플래닛 페스티벌 2026	파라다이스시티 컬처파크	인천	중구	2026-09-05	2026-09-05	1	페스티벌출연	B	https://www.concertarchives.org/bands/cnblue
